Sample,X_train
8656,[0.02564195]
8657,[1.30154792]
8658,[0.39258639]
8659,[1.84574617]
8660,[1.20248737]
8661,[1.9739388]
8662,[2.28248454]
8663,[2.00578692]
8664,[0.30026723]
8665,[0.39826319]
8666,[0.55837949]
8667,[1.83954825]
8668,[2.06999521]
8669,[0.85031346]
8670,[0.10739304]
8671,[0.37981033]
8672,[0.94362861]
8673,[1.3393715]
8674,[1.72444021]
8675,[2.17026468]
8676,[2.17905838]
8677,[1.00818905]
8678,[0.15839231]
8679,[1.61217094]
8680,[0.09344776]
8681,[2.06414188]
8682,[2.14249047]
8683,[0.24045408]
8684,[1.98590225]
8685,[0.13530529]
8686,[1.87956448]
8687,[0.36223227]
8688,[0.19601184]
8689,[1.90542754]
8690,[0.29410821]
8691,[1.60628191]
8692,[0.02445657]
8693,[1.01033002]
8694,[0.61726626]
8695,[2.00112731]
8696,[1.72472612]
8697,[0.56952617]
8698,[1.3088355]
8699,[1.38455973]
8700,[1.83393202]
8701,[1.52522257]
8702,[2.39792014]
8703,[0.2970286]
8704,[1.58442619]
8705,[2.31515225]
8706,[0.03979571]
8707,[0.2851336]
8708,[2.38602385]
8709,[0.96377801]
8710,[0.13437185]
8711,[0.56493435]
8712,[0.8230572]
8713,[2.32851547]
8714,[1.27505527]
8715,[0.15023197]
8716,[1.72007266]
8717,[0.96723556]
8718,[0.50164443]
8719,[1.65840739]
8720,[1.08355902]
8721,[2.16573874]
8722,[2.4001751]
8723,[1.66540571]
8724,[1.20504093]
8725,[1.17880984]
8726,[2.42363905]
8727,[1.06154687]
8728,[1.72496646]
8729,[1.69313666]
8730,[0.16489406]
8731,[2.10857292]
8732,[0.93126385]
8733,[0.27787451]
8734,[1.97885218]
8735,[1.94151405]
8736,[2.01143195]
8737,[2.16029682]
8738,[1.66018978]
8739,[1.45506174]
8740,[2.05516623]
8741,[2.19117969]
8742,[1.7482387]
8743,[2.41990575]
8744,[0.30385749]
8745,[1.50181609]
8746,[1.35150664]
8747,[2.48768344]
8748,[1.67589432]
8749,[0.38517663]
8750,[2.27631683]
8751,[0.65415825]
8752,[2.05536397]
8753,[1.44961263]
8754,[1.06613218]
8755,[0.22983969]
8756,[2.37816624]
8757,[1.55117857]
8758,[1.53725718]
8759,[0.68040313]
8760,[1.08026949]
8761,[1.86053838]
8762,[0.80357327]
8763,[1.69217221]
8764,[1.88900146]
8765,[2.17140777]
8766,[1.38935139]
8767,[1.1427601]
8768,[2.32808803]
8769,[0.9373951]
8770,[2.39564991]
8771,[0.87848867]
8772,[0.81995121]
8773,[1.41833156]
8774,[0.54507833]
8775,[2.18709153]
8776,[0.65685349]
8777,[0.57676054]
8778,[2.36506523]
8779,[1.51298735]
8780,[2.19123606]
8781,[1.29255241]
8782,[1.2283063]
8783,[1.19301686]
8784,[1.32426895]
8785,[2.23532308]
8786,[1.68240183]
8787,[2.22878292]
8788,[1.3610041]
8789,[2.49742699]
8790,[1.66942003]
8791,[1.90243132]
8792,[0.6851832]
8793,[2.4208416]
8794,[1.24385578]
8795,[0.13055054]
8796,[1.58899318]
8797,[1.66365378]
8798,[0.91172354]
8799,[1.82532704]
8800,[1.11500831]
8801,[1.82053823]
8802,[2.29746612]
8803,[1.17055102]
8804,[2.04164549]
8805,[2.34572093]
8806,[1.91944168]
8807,[0.68139784]
8808,[0.04980553]
8809,[1.32961415]
8810,[0.88780005]
8811,[1.37169736]
8812,[1.28461129]
8813,[0.02828546]
8814,[0.23874728]
8815,[1.00306526]
8816,[1.2482227]
8817,[1.53675822]
8818,[1.8508171]
8819,[0.41802935]
8820,[1.85751318]
8821,[1.8482252]
8822,[0.89181505]
8823,[0.08321608]
8824,[1.04271763]
8825,[0.66207303]
8826,[1.67834891]
8827,[0.0421705]
8828,[0.86270774]
8829,[0.24327572]
8830,[2.26252713]
8831,[1.45128427]
8832,[1.37859495]
8833,[0.59724986]
8834,[2.24192893]
8835,[1.60932475]
8836,[0.01679176]
8837,[0.07732864]
8838,[0.18590207]
8839,[1.36894102]
8840,[0.44642425]
8841,[0.09883227]
8842,[0.34505994]
8843,[0.28035783]
8844,[2.07584363]
8845,[1.95667942]
8846,[1.02090296]
8847,[1.42804805]
8848,[1.63665311]
8849,[1.406898]
8850,[2.30619939]
8851,[0.01758937]
8852,[2.18533605]
8853,[1.94940528]
8854,[1.91564174]
8855,[0.29486596]
8856,[2.0894497]
8857,[0.56776402]
8858,[0.85663301]
8859,[2.32922476]
8860,[2.16733229]
8861,[0.89037086]
8862,[2.30049006]
8863,[1.51087277]
8864,[1.13750283]
8865,[1.85446007]
8866,[0.7374928]
8867,[0.87716399]
8868,[2.24219904]
8869,[1.45496696]
8870,[2.34239875]
8871,[1.04037766]
8872,[2.39967844]
8873,[0.82392517]
8874,[1.46450267]
8875,[0.93275106]
8876,[0.31673043]
8877,[1.1834666]
8878,[1.1547806]
8879,[0.64482671]
8880,[0.01791552]
8881,[1.4895862]
8882,[1.02633387]
8883,[0.552975]
8884,[0.91680985]
8885,[1.12724071]
8886,[0.68544645]
8887,[0.22051498]
8888,[1.36514747]
8889,[0.24612406]
8890,[0.51941379]
8891,[1.25567378]
8892,[2.34084627]
8893,[1.23995437]
8894,[0.43636521]
8895,[2.18630135]
8896,[0.83362779]
8897,[2.48014668]
8898,[1.60697137]
8899,[1.44132932]
8900,[2.03893098]
8901,[0.66709231]
8902,[0.82936377]
8903,[2.47288204]
8904,[1.95291163]
8905,[0.29291084]
8906,[1.91234779]
8907,[0.17370754]
8908,[1.71042194]
8909,[0.10059838]
8910,[1.43632729]
8911,[0.0749539]
8912,[2.44216125]
8913,[0.98627967]
8914,[0.64774076]
8915,[0.27688095]
8916,[0.19724035]
8917,[0.1887527]
8918,[1.7528195]
8919,[0.39789437]
8920,[1.8049288]
8921,[0.99407812]
8922,[1.8506296]
8923,[0.50271409]
8924,[0.90649418]
8925,[1.67485123]
8926,[1.99098092]
8927,[1.60122049]
8928,[0.2280024]
8929,[0.7152019]
8930,[1.90092944]
8931,[1.39590414]
8932,[0.7782253]
8933,[0.41672112]
8934,[2.39644811]
8935,[2.09634577]
8936,[1.12039979]
8937,[0.9189896]
8938,[1.502684]
8939,[0.25970449]
8940,[2.40348036]
8941,[1.86710672]
8942,[1.11415125]
8943,[1.20106615]
8944,[1.81004052]
8945,[0.40568905]
8946,[0.96232476]
8947,[2.3379225]
8948,[1.84741391]
8949,[0.84274819]
8950,[0.45252301]
8951,[2.2106486]
8952,[1.14392933]
8953,[1.46953179]
8954,[1.13511387]
8955,[1.36592094]
8956,[1.69580269]
8957,[0.55156615]
8958,[1.35376]
8959,[1.22984988]
8960,[1.70396677]
8961,[1.65309425]
8962,[1.25773125]
8963,[0.38760164]
8964,[2.4405473]
8965,[1.87504923]
8966,[0.68867401]
8967,[0.11137882]
8968,[1.2575131]
8969,[2.27063933]
8970,[1.83441796]
8971,[1.64999208]
8972,[1.0702045]
8973,[1.92351413]
8974,[1.7975571]
8975,[0.0103227]
8976,[0.80532136]
8977,[1.07386065]
8978,[0.94487463]
8979,[1.28741972]
8980,[2.05702512]
8981,[1.45672385]
8982,[1.62589327]
8983,[0.11871036]
8984,[0.30644396]
8985,[1.85187451]
8986,[0.46581315]
8987,[2.38222178]
8988,[1.74164936]
8989,[0.198331]
8990,[1.45818509]
8991,[0.59886462]
8992,[0.16563824]
8993,[0.21053868]
8994,[0.54877286]
8995,[2.07171829]
8996,[2.16222862]
8997,[0.96397458]
8998,[1.27970672]
8999,[0.49757908]
9000,[0.56645389]
9001,[0.77136975]
9002,[0.03512792]
9003,[1.82605475]
9004,[1.40149994]
9005,[0.85879985]
9006,[1.84550912]
9007,[1.70960688]
9008,[1.51463213]
9009,[0.98640875]
9010,[2.29241583]
9011,[2.15000649]
9012,[2.48517518]
9013,[1.18515395]
9014,[0.92072021]
9015,[2.44222523]
9016,[0.42063351]
9017,[2.4038184]
9018,[0.75068054]
9019,[1.4657473]
9020,[1.87732819]
9021,[1.29536136]
9022,[1.31674268]
9023,[0.76698834]
9024,[0.55444474]
9025,[1.27220324]
9026,[0.8618111]
9027,[0.49761631]
9028,[1.98679879]
9029,[0.03162947]
9030,[0.50608835]
9031,[1.9260434]
9032,[1.18881863]
9033,[1.00087438]
9034,[1.75549974]
9035,[2.4216434]
9036,[0.70614487]
9037,[0.60413301]
9038,[2.34134992]
9039,[0.97893135]
9040,[0.25073367]
9041,[1.21262841]
9042,[0.82889119]
9043,[0.76108938]
9044,[0.85784669]
9045,[0.73460085]
9046,[1.7405794]
9047,[0.83261212]
9048,[1.31798431]
9049,[0.16829552]
9050,[0.7224108]
9051,[2.36411142]
9052,[1.7516311]
9053,[0.83483716]
9054,[1.37514428]
9055,[2.09379156]
9056,[1.9403792]
9057,[2.23259126]
9058,[2.43543287]
9059,[1.79491421]
9060,[2.05985865]
9061,[1.00852152]
9062,[1.97652672]
9063,[1.96214794]
9064,[0.3741778]
9065,[2.01801451]
9066,[1.22412173]
9067,[0.41789197]
9068,[0.70212969]
9069,[1.5379303]
9070,[2.30111752]
9071,[2.48126325]
9072,[1.78487293]
9073,[1.85155101]
9074,[0.68364103]
9075,[0.06976787]
9076,[1.0464975]
9077,[2.27812702]
9078,[0.01639706]
9079,[0.40128213]
9080,[2.0526971]
9081,[1.6392194]
9082,[1.45596665]
9083,[1.45408705]
9084,[1.9795277]
9085,[1.84663884]
9086,[1.93137316]
9087,[2.24449636]
9088,[1.7900071]
9089,[2.31619953]
9090,[1.07518581]
9091,[0.90170298]
9092,[0.09943891]
9093,[1.40976364]
9094,[2.08198333]
9095,[0.5062935]
9096,[1.27684633]
9097,[0.50532009]
9098,[0.51553923]
9099,[0.02636604]
9100,[0.77618498]
9101,[2.34801312]
9102,[2.42010487]
9103,[1.56621292]
9104,[0.68343248]
9105,[0.35401908]
9106,[0.04457248]
9107,[0.8733288]
9108,[1.3033003]
9109,[0.83828593]
9110,[0.77043773]
9111,[1.52564611]
9112,[2.09402487]
9113,[0.01534756]
9114,[1.40446881]
9115,[1.73271034]
9116,[1.62957352]
9117,[1.96447084]
9118,[0.65055407]
9119,[0.20595732]
9120,[0.87788309]
9121,[2.08896936]
9122,[1.99054907]
9123,[0.70494155]
9124,[0.82751714]
9125,[0.69404799]
9126,[2.48811919]
9127,[1.99775324]
9128,[1.74181799]
9129,[1.19082242]
9130,[1.71435723]
9131,[1.19572116]
9132,[1.91432452]
9133,[2.3297821]
9134,[1.61700238]
9135,[0.34092551]
9136,[0.51252966]
9137,[2.32471259]
9138,[1.23067351]
9139,[0.74338125]
9140,[1.53265492]
9141,[1.67980496]
9142,[2.35978485]
9143,[2.32835821]
9144,[1.1849996]
9145,[1.87839978]
9146,[0.48675706]
9147,[0.62021739]
9148,[1.87319191]
9149,[0.78960894]
9150,[1.67671959]
9151,[0.57514902]
9152,[2.15781871]
9153,[0.53788916]
9154,[1.05586975]
9155,[2.10894774]
9156,[1.31695994]
9157,[2.20644999]
9158,[2.19390155]
9159,[2.25665741]
9160,[2.19965149]
9161,[1.34983577]
9162,[1.94753002]
9163,[2.14367509]
9164,[2.08764632]
9165,[2.29083499]
9166,[1.32656359]
9167,[0.14231375]
9168,[0.40460244]
9169,[2.18730006]
9170,[0.68407213]
9171,[1.72672564]
9172,[2.13118109]
9173,[0.36318562]
9174,[1.52698988]
9175,[1.44309945]
9176,[2.17710111]
9177,[1.99313882]
9178,[1.23455246]
9179,[1.49212142]
9180,[2.05597562]
9181,[1.61070351]
9182,[1.96093073]
9183,[1.3500903]
9184,[0.28348046]
9185,[2.19364459]
9186,[1.4637783]
9187,[1.6102735]
9188,[2.21101385]
9189,[0.66263016]
9190,[2.07976399]
9191,[0.27859947]
9192,[1.33941522]
9193,[2.29709309]
9194,[0.37262435]
9195,[0.69543121]
9196,[1.74317345]
9197,[1.40346557]
9198,[0.42529064]
9199,[1.55636984]
9200,[2.20310976]
9201,[2.26196579]
9202,[0.32045832]
9203,[2.33501483]
9204,[2.4985428]
9205,[0.87035962]
9206,[1.70759061]
9207,[1.56245924]
9208,[0.6762664]
9209,[1.99418746]
9210,[2.39803873]
9211,[0.67804628]
9212,[1.56374945]
9213,[0.79593812]
9214,[1.08434267]
9215,[0.21761474]
9216,[1.50206407]
9217,[2.03403072]
9218,[1.57980287]
9219,[1.20961778]
9220,[1.73367277]
9221,[0.93802532]
9222,[1.85861152]
9223,[0.35814796]
9224,[1.28183943]
9225,[2.18556411]
9226,[1.96817187]
9227,[2.16133166]
9228,[0.63199717]
9229,[0.76408259]
9230,[2.34591362]
9231,[1.89149768]
9232,[2.37933855]
9233,[2.43520533]
9234,[1.79128961]
9235,[1.08490424]
9236,[1.05550989]
9237,[1.78321006]
9238,[1.93749484]
9239,[2.13752087]
9240,[1.21411016]
9241,[2.27353841]
9242,[2.00453825]
9243,[1.96316538]
9244,[0.5942707]
9245,[1.84501336]
9246,[0.34453643]
9247,[1.51760793]
9248,[1.71781677]
9249,[0.01951161]
9250,[1.38614123]
9251,[2.06153596]
9252,[0.23109085]
9253,[1.4447068]
9254,[1.33128475]
9255,[1.32258819]
9256,[1.95802296]
9257,[1.04177867]
9258,[0.05812336]
9259,[1.51077523]
9260,[0.50661318]
9261,[1.59412321]
9262,[1.39956579]
9263,[1.49772919]
9264,[1.98273797]
9265,[2.34506709]
9266,[2.34773062]
9267,[2.00428699]
9268,[0.70060264]
9269,[0.71115314]
9270,[0.50590239]
9271,[1.21051806]
9272,[0.53247]
9273,[1.10471868]
9274,[0.8513838]
9275,[1.08095198]
9276,[0.80489663]
9277,[2.06117251]
9278,[2.34261914]
9279,[0.18933097]
9280,[1.97097429]
9281,[2.31050303]
9282,[2.26397257]
9283,[1.07724847]
9284,[2.33300716]
9285,[1.51820172]
9286,[2.40191547]
9287,[0.51758091]
9288,[0.63245569]
9289,[0.09250348]
9290,[1.11770339]
9291,[1.72910262]
9292,[2.02001848]
9293,[1.5518177]
9294,[1.42385646]
9295,[1.88227335]
9296,[0.18050013]
9297,[1.74859759]
9298,[1.68176204]
9299,[0.99456078]
9300,[0.01006664]
9301,[0.58417823]
9302,[1.2287577]
9303,[0.3612627]
9304,[1.62607777]
9305,[1.73216733]
9306,[0.76090094]
9307,[1.77802427]
9308,[1.3451577]
9309,[0.67910945]
9310,[2.46089288]
9311,[0.8102053]
9312,[2.28817995]
9313,[0.19384577]
9314,[0.36386992]
9315,[1.00938769]
9316,[0.44485733]
9317,[0.02421743]
9318,[0.45866719]
9319,[1.77543694]
9320,[0.28919605]
9321,[0.18074693]
9322,[0.23485658]
9323,[1.93316442]
9324,[1.89357673]
9325,[0.80175616]
9326,[1.35807605]
9327,[1.86568166]
9328,[1.14713426]
9329,[1.91418339]
9330,[0.818639]
9331,[0.96905465]
9332,[0.03521197]
9333,[0.37305381]
9334,[0.2390673]
9335,[2.08800861]
9336,[0.71772257]
9337,[2.25059382]
9338,[2.01432774]
9339,[0.93258233]
9340,[1.52112501]
9341,[2.37320003]
9342,[2.17422032]
9343,[1.3874654]
9344,[2.03905666]
9345,[1.89915432]
9346,[1.36796137]
9347,[0.04248637]
9348,[1.58134529]
9349,[0.66544533]
9350,[0.5224804]
9351,[1.25926166]
9352,[1.10733459]
9353,[0.39864941]
9354,[0.41257098]
9355,[2.33681425]
9356,[0.83051954]
9357,[1.63640858]
9358,[0.76324365]
9359,[0.5422279]
9360,[0.15496762]
9361,[0.73144942]
9362,[1.0563279]
9363,[1.08280103]
9364,[1.98814746]
9365,[1.06952644]
9366,[0.68425542]
9367,[1.31517129]
9368,[0.60370309]
9369,[0.75833898]
9370,[1.73972364]
9371,[0.14982159]
9372,[0.51881932]
9373,[0.92367733]
9374,[1.98986157]
9375,[0.4329875]
9376,[2.25178626]
9377,[1.8354435]
9378,[1.52848382]
9379,[0.91482933]
9380,[2.00651193]
9381,[2.01691753]
9382,[2.27829678]
9383,[1.21953561]
9384,[1.04304668]
9385,[1.62075072]
9386,[0.98148395]
9387,[0.96649098]
9388,[1.9285604]
9389,[0.37097395]
9390,[1.87176638]
9391,[0.14562329]
9392,[1.64343142]
9393,[1.26657704]
9394,[0.95442571]
9395,[1.86207465]
9396,[0.86744313]
9397,[2.12653788]
9398,[1.36850987]
9399,[0.75953484]
9400,[0.34101279]
9401,[2.36843882]
9402,[2.21394494]
9403,[1.56769271]
9404,[0.21904753]
9405,[1.50603041]
9406,[0.07940239]
9407,[2.08687333]
9408,[0.59458498]
9409,[1.84067888]
9410,[2.34708068]
9411,[2.34003095]
9412,[2.45244186]
9413,[2.44248426]
9414,[1.36774166]
9415,[1.81356654]
9416,[1.99780206]
9417,[1.96793004]
9418,[1.25351866]
9419,[1.29987184]
9420,[0.70000887]
9421,[0.94346174]
9422,[1.58551859]
9423,[1.31205021]
9424,[0.73671174]
9425,[0.49583478]
9426,[1.76012165]
9427,[0.47729841]
9428,[0.26093315]
9429,[1.7688982]
9430,[0.93992485]
9431,[1.78912548]
9432,[2.28284049]
9433,[1.3091039]
9434,[1.83679473]
9435,[1.40049735]
9436,[1.86153029]
9437,[0.13785363]
9438,[0.51303406]
9439,[0.09863806]
9440,[0.80296955]
9441,[0.66286479]
9442,[0.59196877]
9443,[2.31809385]
9444,[0.40284858]
9445,[1.17076113]
9446,[1.63529683]
9447,[0.86877531]
9448,[0.20477976]
9449,[0.18269859]
9450,[0.23512405]
9451,[0.23888089]
9452,[1.37356022]
9453,[0.08209301]
9454,[0.33659418]
9455,[1.46234585]
9456,[1.27797382]
9457,[1.67075537]
9458,[2.14713072]
9459,[0.17434921]
9460,[0.45039477]
9461,[1.156292]
9462,[0.34565457]
9463,[2.28267758]
9464,[2.15714513]
9465,[2.38675217]
9466,[0.95805093]
9467,[0.1848752]
9468,[1.90527943]
9469,[1.30193523]
9470,[1.28081569]
9471,[1.58535464]
9472,[1.80518651]
9473,[0.05094281]
9474,[0.25168676]
9475,[0.93354025]
9476,[0.9954201]
9477,[1.67119892]
9478,[1.95531367]
9479,[1.19814933]
9480,[0.06032048]
9481,[1.05459089]
9482,[1.05469886]
9483,[0.30258222]
9484,[0.12677434]
9485,[0.92430636]
9486,[1.55159095]
9487,[2.21179309]
9488,[1.28769379]
9489,[0.00439221]
9490,[2.45151497]
9491,[0.23627112]
9492,[1.24615284]
9493,[0.30105577]
9494,[1.42204496]
9495,[0.20450771]
9496,[0.36556964]
9497,[0.5135647]
9498,[0.45631986]
9499,[0.97189683]
9500,[0.3293033]
9501,[1.40741794]
9502,[0.63349384]
9503,[2.33011235]
9504,[1.14656657]
9505,[1.70083219]
9506,[0.65612471]
9507,[2.30961287]
9508,[0.39424819]
9509,[1.48364]
9510,[1.49405404]
9511,[1.62186947]
9512,[1.25366409]
9513,[2.07228473]
9514,[1.20810315]
9515,[1.67885902]
9516,[2.15944668]
9517,[2.13043905]
9518,[0.90112342]
9519,[1.96866969]
9520,[0.81178545]
9521,[0.5914517]
9522,[2.25552995]
9523,[0.63458872]
9524,[2.07278396]
9525,[0.81505484]
9526,[1.53428976]
9527,[2.2372747]
9528,[1.39569517]
9529,[1.0684014]
9530,[1.45855567]
9531,[0.47464411]
9532,[2.12017641]
9533,[0.99660181]
9534,[0.53760649]
9535,[0.43750543]
9536,[2.3453454]
9537,[0.77335589]
9538,[2.24269785]
9539,[1.90841688]
9540,[2.07572355]
9541,[0.95129083]
9542,[1.89002265]
9543,[1.88073314]
9544,[1.75883168]
9545,[1.84860212]
9546,[0.09027247]
9547,[2.09959404]
9548,[2.38884746]
9549,[2.33253737]
9550,[1.29809664]
9551,[2.49342877]
9552,[0.38694677]
9553,[0.55273516]
9554,[1.21397392]
9555,[1.27383708]
9556,[0.99600736]
9557,[0.28379289]
9558,[1.85699718]
9559,[1.65628502]
9560,[0.0202865]
9561,[0.92747791]
9562,[1.0126196]
9563,[1.74098752]
9564,[2.06421879]
9565,[0.24226572]
9566,[0.24404196]
9567,[1.15542931]
9568,[1.26100692]
9569,[1.02296928]
9570,[2.27467316]
9571,[2.01261509]
9572,[1.71469925]
9573,[1.48005786]
9574,[1.80557404]
9575,[1.90623182]
9576,[2.36201237]
9577,[1.24218733]
9578,[1.86956457]
9579,[1.31605702]
9580,[2.44582216]
9581,[1.37805699]
9582,[0.40971242]
9583,[0.18187689]
9584,[0.75626979]
9585,[0.72543932]
9586,[1.99077025]
9587,[1.68137897]
9588,[1.58774364]
9589,[0.24427968]
9590,[0.98611169]
9591,[0.46370764]
9592,[0.87746019]
9593,[2.06196323]
9594,[1.11886587]
9595,[1.49686799]
9596,[1.47331467]
9597,[1.74583087]
9598,[0.61365909]
9599,[2.26342186]
9600,[2.30441767]
9601,[1.81259634]
9602,[1.38135965]
9603,[1.92159842]
9604,[1.53912354]
9605,[1.32806644]
9606,[1.31717361]
9607,[0.20567236]
9608,[1.32718792]
9609,[1.09276967]
9610,[1.91848168]
9611,[0.84529809]
9612,[0.96805749]
9613,[1.13788244]
9614,[1.95607145]
9615,[0.53812598]
9616,[2.19843588]
9617,[0.10503055]
9618,[0.77886151]
9619,[2.25260504]
9620,[0.49939702]
9621,[1.49188705]
9622,[0.97293507]
9623,[2.45930233]
9624,[0.38742127]
9625,[0.75674009]
9626,[2.33211135]
9627,[2.37106265]
9628,[2.26413597]
9629,[1.23588763]
9630,[1.52010345]
9631,[1.14993321]
9632,[0.20985655]
9633,[2.49770133]
9634,[2.44009676]
9635,[0.22521991]
9636,[1.27768162]
9637,[2.26208321]
9638,[1.73391079]
9639,[2.29940251]
9640,[0.32006319]
9641,[2.47397727]
9642,[1.59925195]
9643,[1.12966569]
9644,[1.19112683]
9645,[1.75578796]
9646,[2.32339291]
9647,[0.33185443]
9648,[0.07231344]
9649,[1.8724521]
9650,[0.63847674]
9651,[0.07910485]
9652,[1.88144616]
9653,[2.05117145]
9654,[1.27720111]
9655,[1.53704853]
9656,[0.63669583]
9657,[1.04962748]
9658,[2.01945617]
9659,[2.28387115]
9660,[0.93681094]
9661,[1.01486066]
9662,[1.00828148]
9663,[0.57415985]
9664,[0.85105761]
9665,[0.82855322]
9666,[0.11044243]
9667,[0.16933594]
9668,[0.19072016]
9669,[0.63214782]
9670,[1.42442022]
9671,[1.57666113]
9672,[1.49060071]
9673,[1.47503596]
9674,[1.03704732]
9675,[1.62368791]
9676,[1.12078189]
9677,[0.48130425]
9678,[2.4396235]
9679,[0.29365649]
9680,[2.11308836]
9681,[2.29933333]
9682,[1.95260543]
9683,[2.48634658]
9684,[1.60646775]
9685,[1.27114128]
9686,[0.90336951]
9687,[1.3930224]
9688,[1.81780433]
9689,[0.63363061]
9690,[1.06048217]
9691,[1.53298476]
9692,[1.21515347]
9693,[0.54829636]
9694,[1.76448689]
9695,[1.59440222]
9696,[0.29656757]
9697,[2.48833719]
9698,[0.71838532]
9699,[0.20818726]
9700,[0.8004105]
9701,[1.78402626]
9702,[0.11717255]
9703,[0.5351388]
9704,[1.24945779]
9705,[0.04480241]
9706,[0.83383223]
9707,[2.35206384]
9708,[2.18297636]
9709,[0.00280795]
9710,[0.47917951]
9711,[1.89102521]
9712,[1.94553239]
9713,[1.18304659]
9714,[0.82985933]
9715,[0.2128312]
9716,[0.28786236]
9717,[1.8606178]
9718,[0.95592049]
9719,[1.22937816]
9720,[2.27149489]
9721,[2.41031412]
9722,[0.27997463]
9723,[0.92921466]
9724,[2.40865084]
9725,[1.22840519]
9726,[2.36372695]
9727,[2.01287117]
9728,[2.49505591]
9729,[0.64922652]
9730,[1.52194913]
9731,[0.3245986]
9732,[1.90427735]
9733,[0.21530947]
9734,[1.84782304]
9735,[1.42676476]
9736,[1.81652729]
9737,[1.01592986]
9738,[1.24055073]
9739,[1.79695234]
9740,[0.12041537]
9741,[1.56028516]
9742,[0.93046396]
9743,[1.13017192]
9744,[0.44679381]
9745,[0.77902353]
9746,[1.13589449]
9747,[0.51654222]
9748,[2.20789251]
9749,[0.50388881]
9750,[0.91103322]
9751,[2.32062531]
9752,[1.00252639]
9753,[0.9794537]
9754,[1.26619024]
9755,[0.17902145]
9756,[0.8149664]
9757,[2.38344973]
9758,[2.0646923]
9759,[1.81965073]
9760,[1.9530625]
9761,[0.18107832]
9762,[1.88964275]
9763,[1.06509485]
9764,[1.14185619]
9765,[0.16083786]
9766,[0.57616105]
9767,[0.3896119]
9768,[0.94505366]
9769,[1.02460545]
9770,[0.48228571]
9771,[0.06446511]
9772,[2.01231914]
9773,[0.74960342]
9774,[0.85525127]
9775,[0.79792243]
9776,[2.41517233]
9777,[0.05725575]
9778,[0.29531912]
9779,[1.0040856]
9780,[0.41921699]
9781,[0.76622722]
9782,[1.67525536]
9783,[1.10246042]
9784,[1.8408409]
9785,[1.5585495]
9786,[1.71321876]
9787,[1.93783092]
9788,[0.86671137]
9789,[2.04022474]
9790,[0.28724669]
9791,[1.26052388]
9792,[0.13603508]
9793,[0.52288583]
9794,[0.01910963]
9795,[1.36013908]
9796,[2.26880118]
9797,[1.62762041]
9798,[1.33352418]
9799,[0.4169029]
9800,[1.67184187]
9801,[1.06809843]
9802,[0.94438742]
9803,[0.69267525]
9804,[1.50899802]
9805,[1.71970994]
9806,[2.17857394]
9807,[0.80693861]
9808,[0.95678431]
9809,[0.08250875]
9810,[1.49885178]
9811,[0.77000051]
9812,[0.5309092]
9813,[1.79764504]
9814,[2.37281732]
9815,[1.71954946]
9816,[1.52335429]
9817,[2.23997379]
9818,[1.96468201]
9819,[0.23243804]
9820,[0.24545689]
9821,[1.47381656]
9822,[1.19501731]
9823,[0.61902344]
9824,[2.23350465]
9825,[0.45858918]
9826,[1.96267498]
9827,[1.61506227]
9828,[2.49300343]
9829,[0.31225312]
9830,[1.50500414]
9831,[0.21125267]
9832,[1.17734664]
9833,[1.66418755]
9834,[1.36168519]
9835,[1.23883738]
9836,[1.38323794]
9837,[1.54988215]
9838,[0.26380023]
9839,[1.69041588]
9840,[0.5041932]
9841,[0.21713755]
9842,[2.01840478]
9843,[0.33866456]
9844,[1.31175869]
9845,[0.00382161]
9846,[0.68101776]
9847,[0.99859538]
9848,[0.68326409]
9849,[0.12773639]
9850,[0.83593763]
9851,[1.26511798]
9852,[0.46284597]
9853,[0.43583254]
9854,[1.10920021]
9855,[2.32998098]
9856,[1.16447324]
9857,[1.96952508]
9858,[2.03220921]
9859,[0.18701543]
9860,[2.04987933]
9861,[2.43134158]
9862,[0.77859914]
9863,[1.00059088]
9864,[2.15036565]
9865,[0.21452941]
9866,[2.41109449]
9867,[1.52750649]
9868,[2.02503514]
9869,[0.75703515]
9870,[0.62383979]
9871,[1.70261664]
9872,[1.30572418]
9873,[2.00737688]
9874,[0.90519333]
9875,[0.11155999]
9876,[0.69684122]
9877,[1.69643434]
9878,[0.72808456]
9879,[1.2886358]
9880,[0.45610852]
9881,[2.32498595]
9882,[1.13235098]
9883,[0.14070351]
9884,[1.04448581]
9885,[2.37181802]
9886,[2.34936833]
9887,[1.44261231]
9888,[2.41849717]
9889,[2.46983808]
9890,[1.13896206]
9891,[2.43504599]
9892,[0.12537222]
9893,[1.73892239]
9894,[0.01425225]
9895,[2.45960588]
9896,[2.04090794]
9897,[0.79501698]
9898,[1.2184762]
9899,[0.9009201]
9900,[1.92587591]
9901,[2.44348294]
9902,[0.28988749]
9903,[0.34594807]
9904,[1.42937879]
9905,[0.9486404]
9906,[0.29169089]
9907,[0.41997411]
9908,[0.37899191]
9909,[1.2177697]
9910,[1.61986434]
9911,[1.50310757]
9912,[1.57193557]
9913,[1.34787504]
9914,[0.76208776]
9915,[0.97202891]
9916,[1.17443704]
9917,[1.98876708]
9918,[0.96183644]
9919,[0.18962547]
9920,[1.01009535]
9921,[1.53074171]
9922,[0.56044869]
9923,[1.05601815]
9924,[0.0576204]
9925,[2.05472481]
9926,[1.06712258]
9927,[0.90016754]
